Frame No,Time(s),sZy left-sZy right(mm),sN-Sn(mm),Sn-sPog/Gn(mm),iC line right(mm),iC line left(mm),Ar/Go-sPog/Gn right(mm),Ar/Go-sPog/Gn left(mm)
227,7.566666666666666,140.0,57.22246112320537,72.06510104541502,108.32047108157714,108.31444681827452,111.98725959537427,106.9385395907243
228,7.6,140.0,57.43664546485204,71.80027068028635,109.22904188521001,108.71986906029667,112.20704769358092,106.79185776557227
229,7.633333333333334,140.0,57.42973321512215,73.33263413874488,110.24457715402914,109.73300972252957,114.79961665938774,107.53005262010286
230,7.666666666666667,140.0,56.49793822168472,72.79869335026397,109.94218512350977,109.42968640533005,114.73899310557545,107.21745167581254
231,7.7,140.0,57.64312387206067,75.66933757241866,113.22305180244639,112.19375133151507,115.63345213377139,107.9720953432223
232,7.733333333333333,140.0,57.73107485755112,79.2298329577433,115.46328000706491,114.9523905627693,116.78928280576527,111.46852796065856
233,7.766666666666667,140.0,57.633038649850235,82.39078234815857,118.86925602114167,118.38152455222638,117.26302546881216,110.25865528391832
234,7.8,140.0,57.413540803508674,85.16729903051055,120.98348429507094,120.48837295735439,118.95587142265464,113.56522490841444
235,7.833333333333333,140.0,58.156726261980594,87.53318743767525,124.53809822168208,123.0235367608,119.58688016516751,113.31768454425429
236,7.866666666666666,140.0,58.54640807659009,90.76165162508879,127.33325967299236,127.31393446902146,119.07548614588872,116.05631455914262
237,7.9,140.0,58.42536230188104,91.36796157219867,127.63495093895921,128.22891760631475,119.44642882115716,113.62924562630032
238,7.933333333333334,140.0,58.434362166867416,92.91637159212551,129.7396228042348,130.27279328314245,121.59140092933151,117.60300174494952
239,7.966666666666667,140.0,58.92637756581575,95.4302233959262,131.7484447691942,132.27930983440342,123.23024055538546,117.0835093563028
240,8.0,140.0,58.71173025335958,94.06317495568575,130.72649963973015,129.22796545885055,121.90549496126715,115.64206156067819
241,8.033333333333333,140.0,58.937062156925876,94.40846767837724,130.73081721754858,130.69766523637915,121.85410487313223,116.74540856086841
242,8.066666666666666,140.0,58.31116066271859,93.81264861474892,130.80888440525942,129.28805770351278,122.49566911453988,115.94089335854267
243,8.1,140.0,59.56510135949993,93.51893581096888,130.31009739065868,130.27880904351963,122.5397823796318,115.51982726313841
244,8.133333333333333,140.0,58.30454854537312,89.94090405436958,126.86685591304087,127.31582183214493,117.5746133195922,113.84233300020534
245,8.166666666666666,140.0,60.02688208644822,90.21079472262525,128.33365538213837,127.7617673835742,121.07782321217621,114.46930992947904
246,8.2,140.0,59.42205608315746,95.47473371056064,133.26218571737624,132.7690295106281,123.4971883305698,117.54140311956787
247,8.233333333333333,140.0,59.32874762860537,91.4452738574062,128.3732259572444,127.31427092632674,119.07714721624527,114.63753680044147
248,8.266666666666667,140.0,58.809321246917705,93.8578440217122,130.3177212533461,129.8019303305492,121.4582849942271,116.13998301125261
249,8.3,140.0,58.818062982841546,94.39540867771781,130.8627638370694,130.32337293058447,122.48798336951181,116.44353076278487
250,8.333333333333334,140.0,59.449519767459385,96.48184248793349,133.3070317580026,132.25476833801042,122.68470841398485,117.37727036371922
251,8.366666666666667,140.0,59.0155398060002,93.72277066876002,131.29419031585743,130.26603046319417,121.28082041633547,115.38963227041526
252,8.4,140.0,59.46165432752935,91.41694390403644,128.72805241915788,128.21571315684255,121.46251350438455,115.57905107893598
253,8.433333333333334,140.0,59.81582374643982,94.87957817247832,131.84533596714076,130.28571208423807,122.88856641325106,116.15426880456502
254,8.466666666666667,140.0,59.00059401929552,94.71156593398281,131.28365116084726,130.7367117268933,122.85996286621466,116.5558999732843
255,8.5,140.0,59.713850179413036,96.11456273658285,133.2703796272292,132.7455291400738,121.68857750243993,117.35904825861579
256,8.533333333333333,140.0,59.46165432752935,94.91971125782777,132.7991412648802,130.2166628543348,123.4439448215943,116.01197090822654
257,8.566666666666666,140.0,60.04732419159288,94.7383749892115,132.33212638593528,130.79687611407104,121.35961796107378,115.2429776527316
258,8.6,140.0,59.800726035572104,94.92935694096067,131.8569996011418,131.3007414145738,122.44959280667105,117.01663920547875
259,8.633333333333333,140.0,59.10892763590553,90.06820230960969,127.85267930771737,126.33749691539523,119.65397624275646,113.8470009781181
260,8.666666666666666,140.0,59.432002295877076,97.39042805951588,135.26274655736967,132.7171088055136,125.62933963275967,114.64062953387004
261,8.7,140.0,59.52473737949815,95.74213622985492,132.2930842603266,131.27598889845746,122.10079685627645,116.94368069272744
262,8.733333333333333,140.0,58.584162526180656,95.98647161238904,132.82046232207927,131.82494652264955,122.51877809801852,115.51103003364567
263,8.766666666666667,140.0,59.311076244437515,94.87957817247832,131.83266710493191,130.8318785291135,122.80454551921488,116.20230939360918
264,8.8,140.0,59.800726035572104,93.86288451857183,130.30236164680113,129.75725199172663,123.30082198687597,116.1259284173561
265,8.833333333333334,140.0,59.53844856285056,95.6902700354951,132.81751395569225,130.78499664844327,123.58572517972416,115.32428803430466
266,8.866666666666667,140.0,58.722250040183624,98.08477763280928,134.29889203500667,133.78831642085504,124.5619663177811,117.98010858607128
267,8.9,140.0,59.97644535615706,94.94323826556491,132.2995890532448,131.2747681955305,122.01654409734482,116.07137598675206
268,8.933333333333334,140.0,59.3250777315032,94.83693964205911,131.82966608635823,130.31646845940605,122.00671360263418,113.17733797697841
269,8.966666666666667,140.0,59.322910961556666,94.88165711160109,131.83746631215897,130.8303451937077,121.33337766027763,115.38664592973026
270,9.0,140.0,59.111086590108854,94.5596559042773,130.87234820024491,129.3678718005977,120.930459034434,114.52322760033759
271,9.033333333333333,140.0,58.83092671894374,93.9128694003928,130.37644878853186,129.36240094835762,121.68597999907395,116.49248007765084
272,9.066666666666666,140.0,58.82166431554036,94.40469606032343,131.85726303726037,130.8628678942429,121.01885043771864,114.94824331793897
273,9.1,140.0,59.55163933804809,94.22678935020163,131.33886038692665,130.8299865304463,121.34526473016278,117.02112995782616
274,9.133333333333333,140.0,57.87057364810573,95.64173724362102,131.3399316167918,130.34521103264498,121.6876628781477,113.26840783172698
275,9.166666666666666,140.0,59.02957293410825,95.70244703828489,132.3086420763605,131.29385692857136,122.79994671540479,116.24111036948347
276,9.2,140.0,59.54046053931051,94.68946698330961,131.7879181567769,130.8148491833449,121.58656094392754,115.00716354158625
277,9.233333333333333,140.0,58.95125076274827,93.83020136454742,130.70727153577997,129.7096031731695,119.88331408698039,113.69385984824841
278,9.266666666666667,140.0,58.01405354434309,91.17966434174186,126.71411884536165,126.76009176000622,119.32747619393913,112.3773691397587
279,9.3,140.0,57.99891378247693,86.04132957636347,122.11068095630323,121.10528741458715,117.71547121804105,110.96563426114749
280,9.333333333333334,140.0,58.23645521627501,83.83158463862344,119.54321144016167,119.06201825997968,116.33760653901004,109.56211302608314
281,9.366666666666667,140.0,57.7148922168615,79.7002636145509,115.94049578418661,114.91907326022324,114.60736855407188,108.16100845176317
282,9.4,140.0,57.643552820887926,78.78724790604437,115.31582274479283,114.25891565535916,116.2775833881985,110.01470667796973
283,9.433333333333334,140.0,57.31282190582579,78.18838776647316,113.62937017921315,113.61238970507624,113.05353657090772,108.40999680313439
284,9.466666666666667,140.0,57.947488305328534,77.4923254654976,114.35666899999528,113.84043545666147,113.38183438060094,109.09633969361654
285,9.5,140.0,57.219032290165075,76.67213832969568,112.40862330160448,111.88035046454304,114.0170904181078,107.3054141584653
286,9.533333333333333,140.0,57.52118816306334,74.36298042424902,110.49036127624848,110.97474978554554,112.82132249924055,107.8744249743505
287,9.566666666666666,140.0,56.81348574239385,74.5802542008088,110.07291004399008,110.07174128741305,111.43429686318524,105.8426186575473
288,9.6,140.0,56.5098896081974,75.35034112833812,111.48796068796017,110.47449765422493,114.34432231803149,107.62847907576466
289,9.633333333333333,140.0,57.52118816306334,73.8542436600158,110.47159831941165,109.95318401244907,113.24189308202696,107.80487038181293
290,9.666666666666666,140.0,57.222847579821675,73.57932834769936,110.36307952738329,109.3412871729702,113.21447940525393,106.68948515213802
291,9.7,140.0,56.81050274168337,72.547906878236,109.06214476564897,109.05270869150382,112.65582682255224,106.03251788703359
292,9.733333333333333,140.0,56.507596513075704,72.80519440324868,109.96190676346863,108.94376288443361,111.9595307892075,105.66668718649782
293,9.766666666666667,140.0,56.50909090909091,72.80711980441801,108.9466440037022,108.44114372733516,111.56605196634965,106.85160122544642
294,9.8,140.0,57.018946581017275,72.81409294446567,109.45283479833971,108.94733108689707,111.20870091289854,106.60751103672646
295,9.833333333333334,140.0,56.71762999209964,73.0728392197626,109.34784081257582,109.35380941828495,111.73583109113761,107.10521551705736
296,9.866666666666667,140.0,56.812367062062634,72.55028764472704,108.04183237367882,108.04540433906632,111.71239640970941,105.33272569138332
297,9.9,140.0,56.50311403628346,72.79941911612967,108.9339315654474,108.9339315654474,112.82336576030558,104.31304209695838
298,9.933333333333334,140.0,56.71423068486603,72.56658530474043,109.3412871729702,108.83638757100445,112.92517737085967,106.01382953014172
299,9.966666666666667,140.0,57.434356194619966,73.8726560207161,110.25822181577298,110.25464419099231,112.6280024179098,106.89843745777586
300,10.0,140.0,57.31769911882973,72.57627083470167,108.57393579505629,109.05270869150382,111.50204308089329,106.90803300301748
301,10.033333333333333,140.0,57.018946581017275,73.33542885997174,108.96160272825952,108.94257345764146,111.34408244574821,106.41318954928744
302,10.066666666666666,140.0,57.22018038978518,73.07398422059403,109.3505132926421,109.33141610191097,112.74551977012779,105.96519684385484
303,10.1,140.0,56.202882355645954,73.60306217715417,109.34492793838113,109.3413467139735,111.52038356026321,106.56245903521985
