Frame No,Time(s),sZy left-sZy right(mm),sN-Sn(mm),Sn-sPog/Gn(mm),iC line right(mm),iC line left(mm),Ar/Go-sPog/Gn right(mm),Ar/Go-sPog/Gn left(mm)
36,1.2,140.0,57.84993310773587,71.8423335028144,110.55400098677804,110.01817635667625,114.81623587596293,109.06701831300441
37,1.2333333333333334,140.0,57.64585042946731,71.55642663408959,110.14156235833018,109.62568527543866,115.02251848183538,109.13298566933167
38,1.2666666666666666,140.0,57.639618866670425,72.60687873845744,111.16245636483073,110.64307253473073,115.31034002369756,108.88253119307309
39,1.3,140.0,57.63533583934633,74.14427612964089,112.7037468686268,112.17859308631563,116.06206633879708,109.67709379030173
40,1.3333333333333333,140.0,56.915841756887716,75.41556233215853,113.83168351377543,112.80625645574924,116.1388578160836,110.11685917876227
41,1.3666666666666667,140.0,59.09352864246461,77.81382810025976,117.15040883193673,116.12764393757975,117.8952450185993,111.81220065611292
42,1.4,140.0,58.05688054869668,78.33176100564273,116.6378438855638,116.12764393757975,116.98233329256325,111.90793945998145
43,1.4333333333333333,140.0,58.277791239003676,80.18956228300206,118.65045893715492,117.60193008255416,119.38094126436694,113.43352856545395
44,1.4666666666666666,140.0,58.0620543025304,80.4107108379343,118.72161917021013,117.1665827644771,118.4955450918653,112.71975727689707
45,1.5,140.0,58.79050699045253,80.70224170397935,119.15204710815884,118.6500740721951,119.08863275273833,111.7284359152842
46,1.5333333333333334,140.0,58.05974010518387,82.98297524253456,120.2710733045072,119.75831205811515,120.15621787906345,113.24723944908516
47,1.5666666666666667,140.0,58.277791239003676,85.43340081671494,122.81237366334719,121.26169780093126,119.69140560510223,113.85542692649273
48,1.6,140.0,58.49513694726481,85.75202275853688,123.28035610325873,122.78487610519053,119.70915672798563,115.49265928147477
49,1.6333333333333333,140.0,59.39948488740737,85.38172479853556,122.98426725441425,123.0005359472131,117.36491022875009,113.1028025400932
50,1.6666666666666667,140.0,58.87640321082696,86.90542496046302,124.53437937158677,125.05040137543557,117.99317342967552,113.61114317355974
51,1.7,140.0,59.688338189997026,86.53991875345586,123.54103931230576,123.52710911349523,118.17159849075709,112.5596283867486
52,1.7333333333333334,140.0,59.83104693718621,88.02408303118847,125.42391590019969,125.42391590019969,119.66922129193753,114.02058256142287
53,1.7666666666666666,140.0,59.38372482161139,87.45291910700313,124.57719529094696,125.01627946505042,119.91357198339931,114.76246788375964
54,1.8,140.0,59.913743225105705,87.38262266132398,125.04009727475582,124.99742365705151,118.91404589838946,113.82233683059803
55,1.8333333333333333,140.0,58.928771699047594,89.40691687446026,126.20144646723335,126.13589456689779,118.99628307428044,113.49656312430696
56,1.8666666666666667,140.0,58.63080260495854,86.58496994538929,123.0217785822197,122.98307355409123,117.64638999594,111.44376850029465
57,1.9,140.0,58.453984553818884,85.30059644356682,121.60566986610664,121.58729250959945,115.42855368305314,111.01742080662649
58,1.9333333333333333,140.0,58.45800892137396,80.10028863724725,116.47549337304682,117.44672007396564,112.83507616192858,108.20113509554234
59,1.9666666666666666,140.0,57.808174994800545,87.33640115255696,123.30618615281378,122.7108285930093,115.73866778856606,109.91051789124117
60,2.0,140.0,57.505494391296516,89.21896830016887,124.8099710025165,124.69790722357489,116.71621963581629,112.03296759217281
61,2.033333333333333,140.0,58.303897689731464,84.8380416661966,119.76152733953856,120.69764603266644,114.4234463814236,110.00245615537605
62,2.066666666666667,140.0,57.70784874843717,81.31678090703079,116.98406684367633,116.47369731681454,112.10396249656061,105.55657946044848
63,2.1,140.0,58.0002618361367,82.60803325027,118.14067413097052,117.59278067419221,112.86955436445153,107.98768081219657
64,2.1333333333333333,140.0,57.80403446853389,81.20295070081113,117.17848557494219,116.12836639528231,113.24234863826727,105.7856300174034
65,2.1666666666666665,140.0,58.21166055619797,81.45773351675132,117.59979426039965,116.98406684367633,112.06765162833014,107.85530579263377
66,2.2,140.0,57.290633741748096,81.7805767601593,117.2213494842382,117.15116361989571,112.47841589574966,106.49815533983515
67,2.2333333333333334,140.0,57.80426107973806,82.31937521813965,117.72785405564102,117.18187510815228,112.74080174004229,107.83720133297182
68,2.2666666666666666,140.0,57.290633741748096,81.70039431002122,116.65868024122005,116.10767377283686,113.11929197852785,106.10521917625108
69,2.3,140.0,58.928771699047594,83.71194189805259,119.9913593674141,118.93199664452784,114.45527121920361,108.29331529177753
70,2.3333333333333335,140.0,58.00753956736526,83.06374201557367,118.6081986608883,117.56460161683322,114.11466166336075,107.706877246636
71,2.3666666666666667,140.0,58.507520322211185,81.54826876370304,118.1034839475545,117.05152199687501,113.31454975302408,106.94166335267585
72,2.4,140.0,58.01423390366505,83.60121615385454,119.19500774727426,119.10266029801431,114.62923180757844,107.72173970449633
73,2.433333333333333,140.0,58.19167907061409,83.8569229133749,119.53670505499838,118.97097948546758,116.01119428995565,108.37347748155727
74,2.466666666666667,140.0,58.515632390589865,81.50243197573752,117.56196149418336,116.53258279308213,114.60768540655806,107.30573427601936
75,2.5,140.0,58.00695533255292,83.02682665979974,119.07576288246736,118.07054535777695,114.96577754617991,106.604735596663
76,2.533333333333333,140.0,57.57219621582019,81.92667147305342,118.20918192069273,117.19975424180171,113.28455577987353,105.04352770753357
77,2.566666666666667,140.0,58.210248661131764,81.81515241279187,117.98833356841821,116.96773083995454,114.78467965239028,105.8545348880417
78,2.6,140.0,57.78910665969975,82.23534044597531,118.18271731464962,117.62712419454263,113.81085815939933,107.13694238760905
79,2.6333333333333333,140.0,57.790391967387606,82.2763353201603,117.6738908178391,117.13657180373032,113.40781374614888,107.66935139902587
80,2.6666666666666665,140.0,57.25420778801132,81.18334080512548,117.09361637179184,115.54366196439989,114.08643663973379,105.96813476321074
81,2.7,140.0,57.94729783785371,80.43073378686927,116.45599337182865,115.42337308061636,113.95040060715323,104.52652535723031
82,2.7333333333333334,140.0,57.99169468102936,83.07778498283183,119.15075379306737,118.53932412700838,115.12398962286295,108.3629872973863
83,2.7666666666666666,140.0,57.57219621582019,82.52821517518298,118.3115905510979,117.19975424180171,114.74977648303232,108.21232729319343
84,2.8,140.0,57.98341865406616,81.4549491176727,117.52782169102849,116.49874191983436,115.51575996574667,106.07604129327362
85,2.8333333333333335,140.0,57.07850145999917,81.95623132091829,117.23455679018058,116.20679117815648,113.20453873952755,106.64731936483416
86,2.8666666666666667,140.0,57.49152692821326,89.68523512709275,124.77045810969544,124.16219596918538,119.54872615213371,112.18962754768623
87,2.9,140.0,57.5719515313053,83.9848175392329,119.77532643404177,119.2107857992654,114.88946934565763,107.44701393994862
88,2.933333333333333,140.0,57.24748373297183,82.19495152405335,117.59990921625716,117.05086967313667,114.87682637927742,105.73417024977796
89,2.966666666666667,140.0,57.283497880953135,81.23441289875689,116.6441497665446,116.11091783707084,113.43730095333929,107.22283784444393
90,3.0,140.0,57.07587206879798,82.9474283029255,118.2613802826732,117.18138462681651,114.44665072065952,108.11278636566101
91,3.033333333333333,140.0,58.445445689645496,97.18612887746194,132.47424991266283,132.3502247255544,121.13515070885381,116.63004711776347
92,3.066666666666667,140.0,58.74217900291053,93.7462855614684,128.8882863157767,129.30964784175387,118.35367117017957,114.71003943212173
93,3.1,140.0,57.72743344701345,86.2496318929182,121.84057120685749,121.18571163916498,114.47239063475504,112.18680672930257
94,3.1333333333333333,140.0,57.419314354774436,88.86789794493352,124.70201011692255,123.60124090910536,117.08484285836433,110.81648003964234
95,3.1666666666666665,140.0,58.28926296603525,90.86654121143361,125.79945535916258,125.22739713088073,119.49184663840202,112.75651355131656
96,3.2,140.0,57.391880877332206,87.65019824508072,122.83979420954816,121.34516039409544,115.72148347133447,109.68231541649608
97,3.2333333333333334,140.0,57.63533583934633,87.0189288293154,121.96539655701052,121.44540650158427,117.57871610184871,113.27994124846634
98,3.2666666666666666,140.0,56.91964026554833,83.08615034780738,118.45438649857354,117.4288073946898,115.22719369580027,107.9586230107255
99,3.3,140.0,57.12502062075111,80.28715236309091,114.76002407090675,114.2558361177336,116.3316351150055,109.13533129570902
100,3.3333333333333335,140.0,56.696829269821144,78.72014501562606,113.41206361337812,112.88749866309075,114.32567790134956,107.69455828067845
101,3.3666666666666667,140.0,56.71192929785898,78.21222769127287,112.4124721472363,112.40318320370837,112.58036603893117,106.83315204207261
102,3.4,140.0,56.916967739987136,76.95753986353259,111.81227140384918,111.27128958529651,113.03307885498322,106.98922952644618
103,3.433333333333333,140.0,56.816898587954874,77.50513167516065,112.6114242049168,112.08543552185503,114.5502275972681,107.43496461280296
104,3.466666666666667,140.0,56.41107358276731,75.92311348094368,110.77694133416891,109.74184301193874,112.32360667175604,107.20422378197733
105,3.5,140.0,56.916967739987136,74.87956211716704,110.2493469622412,109.22024987195074,110.84255794974166,104.42218121874305
106,3.533333333333333,140.0,56.7058878390035,74.09111158796756,108.81879772633653,108.81879772633653,111.1090539291544,104.7686179175196
107,3.566666666666667,140.0,56.70818898084636,74.09111158796756,109.836916746219,108.81879772633653,111.22642256897691,104.23995374894355
108,3.6,140.0,56.915841756887716,74.36241676060195,109.7299799905747,108.70455614585082,111.41259310106038,105.06402226434467
109,3.6333333333333333,140.0,56.400797664552016,74.87504233017567,109.7299799905747,109.21726796210775,112.65590781718596,105.43896482818181
110,3.6666666666666665,140.0,56.61420366337207,75.1583500821369,110.65503443295451,110.14156235833018,112.55926705280906,106.42657139907166
111,3.7,140.0,55.68008256476458,73.112453270998,107.81463799376154,107.78438001069105,110.91352940572972,105.03957013108462
112,3.7333333333333334,140.0,56.19090901031288,74.08568614284222,108.81682447462867,108.81082928851698,111.69566936501003,104.79399200847773
113,3.7666666666666666,140.0,56.70928592201924,73.06505391831074,109.33260977405776,107.80962800159266,111.33355885287516,104.14652934667004
114,3.8,140.0,56.50204565546116,72.32375619745508,107.93944595035096,107.40043114767839,110.66643229972523,104.49510811911315
115,3.8333333333333335,140.0,56.70818898084636,73.06960554679068,108.81520019267589,107.28627468486289,111.1059999279986,103.72233085348618
116,3.8666666666666667,140.0,57.12270256444238,73.60670123005346,109.61866664692668,109.11013867714195,112.43183436531412,105.14430675119456
117,3.9,140.0,56.61654304494218,73.6056626562652,109.11101069668071,108.0926897175048,112.26161470176444,104.62541639684166
118,3.933333333333333,140.0,56.198391454253304,73.06505391831074,108.8217209103248,108.32047108157714,111.65549434732083,103.79482719182502
119,3.966666666666667,140.0,56.916967739987136,73.32725580866598,109.73181167889412,108.20445045745292,112.3344668513788,104.01329822499068
120,4.0,140.0,56.400797664552016,73.32820772549603,108.70092840813017,107.6791331620922,111.61031012232172,103.90172804781706
121,4.033333333333333,140.0,56.20333332374281,73.07739040004527,108.31588076533637,107.81465330496789,111.56064621321568,104.6534096419773
122,4.066666666666666,140.0,56.10142461433977,73.62973988442383,108.61098173435565,108.6012250884741,112.24950802739475,106.02615464049464
123,4.1,140.0,55.89041508407064,73.3228297200572,108.69971913531843,107.70476567486938,112.47633476465826,103.1703153927303
124,4.133333333333334,140.0,56.40312822787462,73.32820772549603,109.72518818376483,108.20642303633663,113.05807240122978,104.34527248870859
125,4.166666666666667,140.0,57.12617613668886,74.12571498219509,110.14597194239622,109.62170824667402,112.83135621300812,105.22785310298335
126,4.2,140.0,56.40918152704988,74.91116493339163,110.26048594971107,109.73816221545101,111.23057820717534,105.66688289577905
127,4.233333333333333,140.0,57.13119654904958,76.18748493825349,111.17090038166839,111.18043088172934,113.4296041142148,106.60961261727051
128,4.266666666666667,140.0,56.82272700429979,79.5904473714983,114.17600417907153,113.64193217522985,114.06395705029033,109.20079702778769
129,4.3,140.0,57.03313545378253,81.4248894212219,116.15391923214214,116.65847430413282,115.12290637103024,109.20686114153122
130,4.333333333333333,140.0,57.3205299480646,83.17729671979579,118.25557921226772,117.21944639154076,116.59103206657312,109.61605747833306
131,4.366666666666666,140.0,57.234835077910105,87.95814627392943,122.27552744547684,121.75521549389771,119.35180935941578,112.72637265728684
132,4.4,140.0,57.43471901093901,89.79090016683429,123.59930290567127,123.0791068946004,116.75732409597674,114.09980024726313
133,4.433333333333334,140.0,57.95157347475922,91.82082071207225,126.65411034088814,125.11582667745695,117.8383725068688,111.57910639384086
134,4.466666666666667,140.0,57.94126992963736,94.37797853761221,129.2131693617895,128.1877328663659,119.14627880424698,113.02939654719589
135,4.5,140.0,57.9480754739628,93.34021846893852,128.69636558002324,127.67192611482339,118.19221970234815,111.97038085472093
136,4.533333333333333,140.0,58.01980299385303,85.11398481743154,120.68417254717433,120.12380078650101,113.31779725289189,108.18727422190571
137,4.566666666666666,140.0,57.81882475324547,91.88615266534855,126.827300833416,126.2927924478898,117.07432217658234,112.00599302868426
138,4.6,140.0,58.53152473267055,93.2095856478122,127.78790946349923,127.25873106175531,116.74227036135782,111.08712020841759
139,4.633333333333334,140.0,57.50294604788131,88.15453312162565,122.690747790271,123.185746594052,115.54452801430493,110.07078098904414
140,4.666666666666667,140.0,57.30530122896506,88.8398312376771,123.77628585183292,123.75550651315143,115.79237344573849,110.98456619296681
141,4.7,140.0,57.81070531941127,92.39284369247636,126.78370589215382,126.26761250819808,115.31547216865792,109.53420109432241
142,4.733333333333333,140.0,56.28853186293822,85.2865291999356,119.1818397307813,119.17428828068964,114.15800772335557,108.30463295524895
143,4.766666666666667,140.0,57.29702072028506,93.93812010698319,126.84046957470137,127.33001548594748,116.38886045937458,111.2991672208278
144,4.8,140.0,57.100755861349775,90.58913253458203,123.88117674582857,123.30894563018872,115.32114884434988,111.65594573123444
145,4.833333333333333,140.0,57.10746268233425,91.59816980585754,124.89109435463321,124.32864590695391,115.39113302701536,110.82021671490895
146,4.866666666666666,140.0,57.10484741235527,91.63399884244384,125.40504248813055,124.37759682083771,114.48166734129899,109.89570972226912
147,4.9,140.0,56.59953453046523,93.65168799217125,125.89280399537937,125.37245758283015,115.91420391692223,111.86752056076283
148,4.933333333333334,140.0,58.11298000780894,94.14141743044549,127.89311568684847,127.37308459975105,117.18362285376746,110.99822873418718
149,4.966666666666667,140.0,56.605434771239175,90.57828353213033,123.86998149750714,123.82357878232192,115.11809647058956,111.33476089973703
150,5.0,140.0,57.6135385599235,93.602625819804,126.88221707385621,126.36588423882155,115.10256063908034,109.9011696834967
151,5.033333333333333,140.0,57.100755861349775,91.54798207968311,124.8450873600839,124.81747502355762,117.00479988554977,109.88612122086876
152,5.066666666666666,140.0,56.47405817963083,83.51173157109903,117.54985174847229,117.02352377706113,112.86647601844402,104.58762019570662
153,5.1,140.0,57.001990729869384,91.72112778776669,125.75520734897574,124.69623211073318,117.30386218298393,110.63311898323626
154,5.133333333333334,140.0,56.81050274168337,89.89328844656725,123.7982170959914,123.2577632817809,113.65378270636768,109.0617411642368
155,5.166666666666667,140.0,57.31168127568349,93.45573615223222,127.3625953430229,127.32320812834087,116.43179685803032,111.56297156155436
156,5.2,140.0,56.493085136455385,88.13829481935689,122.18041802915603,121.12547158326554,116.05112014104736,108.12494380439881
157,5.233333333333333,140.0,56.781413617713646,89.82652267206157,123.27985566848844,124.21865376047326,116.47907792978287,110.20020901934038
158,5.266666666666667,140.0,56.064560788220824,82.87261432621173,116.67926973365218,114.65566476170274,113.52694371782036,104.04482878017814
159,5.3,140.0,57.31168127568349,91.4034095271363,124.81263762889975,124.771414727064,117.51503602116362,112.18265426156677
160,5.333333333333333,140.0,56.79333106328035,88.35044564862288,122.27439047522275,121.70950257635083,114.13311217532961,109.32311058136389
161,5.366666666666666,140.0,57.08810959707116,95.04426284380396,128.346805484556,127.81773938025964,119.09539565346685,111.13093523736742
162,5.4,140.0,56.58290508736256,83.96128095091136,117.24663660202145,117.22486580309607,111.81376959937124,105.51607982306382
163,5.433333333333334,140.0,56.29104810986833,90.41086665739495,123.29851798305748,123.25783796688052,114.94384310295158,110.64790489415276
164,5.466666666666667,140.0,56.80789300146464,93.43510393651333,127.35496894207826,126.80233603270696,116.39145140766837,111.27794923423436
165,5.5,140.0,56.70403642919908,85.91608803102044,120.07138324888608,119.5344797628175,113.44752998603013,107.54429883576505
166,5.533333333333333,140.0,56.079976227470375,82.44745668026492,116.22449075662806,115.70948044311116,110.9771917147321,104.29687445677345
167,5.566666666666666,140.0,56.88515424648489,85.19324516091478,117.8316795298811,118.31348781248688,112.93192811513447,106.69987949325656
168,5.6,140.0,57.31506607920824,88.34482952511667,121.75276085290426,122.23774952383503,114.3048042621655,109.13811229343109
169,5.633333333333334,140.0,57.520018642324445,93.82446238713,127.334128071951,127.28833888509543,116.03274911377311,112.36876734590307
170,5.666666666666667,140.0,57.22246112320537,86.41519789548494,120.09932589190046,120.06998261199459,113.16608029169495,108.12312071098232
171,5.7,140.0,56.81132983662504,91.90994341021002,124.82809270739824,125.27340737543423,116.6511303663783,112.04467284554838
172,5.733333333333333,140.0,57.09592152566306,84.47415388581604,118.76152875043842,118.73895654107659,111.89926346682125,107.10958262642872
173,5.766666666666667,140.0,57.7298759630921,90.02951836430334,123.66704506636198,124.14937670181673,115.91535810016126,110.4502023227868
174,5.8,140.0,56.60224587646344,88.03914857838726,121.30908441700521,121.7859243606182,113.59919016143476,109.11415446415894
175,5.833333333333333,140.0,56.79333106328035,91.389018877546,124.82595032569559,124.75898443838717,115.92569691454706,109.58645093257067
176,5.866666666666666,140.0,57.94126992963736,92.38332219515505,126.18374764996543,126.13686146339337,116.84139105190809,110.05407316869184
177,5.9,140.0,58.52290976627693,94.37413747275278,127.8291122679611,128.3012612977617,116.94481437241886,113.02201464236292
178,5.933333333333334,140.0,57.80749768941036,93.4410223821647,126.34619543935882,126.28003573560379,117.13745505691654,111.9967799184171
179,5.966666666666667,140.0,58.3283732736147,96.94609925473844,130.36703955711613,129.31727268483266,118.23307021983936,112.99176915549688
180,6.0,140.0,57.31841287110349,93.36762229773005,127.31411704065872,126.79079034255118,116.95194762894948,111.02455636606157
181,6.033333333333333,140.0,57.001990729869384,92.16621449837223,125.20512017709656,125.20512017709656,115.39596200515477,108.84214233983465
182,6.066666666666666,140.0,56.923859336337344,89.81294580510966,123.09071278854621,123.09071278854621,114.09941233220579,110.73844767831869
183,6.1,140.0,56.83247808260881,86.30643396982727,119.33295430140362,119.32848188725387,111.32626279993161,108.39789069757923
184,6.133333333333334,140.0,57.14008152883312,82.39091552811713,115.3013403727147,115.80683676553463,112.4619962181013,109.0395608862014
185,6.166666666666667,140.0,56.93078845437681,79.49166310526013,113.3302921340269,112.82797412372825,112.1335113701564,106.30261536812301
186,6.2,140.0,56.205204740818964,77.166454461721,110.36675431568125,109.35925166325602,110.83755889538214,105.32627032601202
187,6.233333333333333,140.0,55.498781705448124,75.35893913390353,108.43469102247181,108.4442506355577,110.07248052525134,103.08469740613374
188,6.266666666666667,140.0,56.213668774496625,75.64805177416189,109.35380941828495,108.8513056658711,110.11517647918834,104.95420599311578
189,6.3,140.0,55.51045460108787,74.35319654734846,106.91717191928737,106.92565534118125,110.73279874050374,106.47966338269961
190,6.333333333333333,140.0,56.625473845813964,74.63211027493,108.6012250884741,107.601400117466,109.85681321514943,102.69433163359793
191,6.366666666666666,140.0,55.90534444577543,74.35874728008162,107.68941786491244,107.20727698631465,107.95158272084223,101.71737103163557
192,6.4,140.0,55.00157164497881,73.31422241231839,106.40205767030992,106.44102118803099,108.56910590270762,102.4136201647167
193,6.433333333333334,140.0,56.22490367987913,73.5832484493736,107.29855547579668,106.81816454384577,108.84822425303055,101.99597143992824
194,6.466666666666667,140.0,55.713036727273575,73.07089266109152,107.2976282755784,106.81603043559575,109.49148456848044,103.59904592082081
195,6.5,140.0,56.12266934282848,73.60095155826227,107.57185282168216,106.58598399717553,109.72898548601788,102.03600658186684
196,6.533333333333333,140.0,56.008885128044064,73.30860622569331,106.90838407913608,105.95015666207416,108.88573100583534,102.57091820399276
197,6.566666666666666,140.0,56.212171320647094,73.58177833782234,107.30127770995368,107.32682027601211,109.2899651687505,103.91616010764706
198,6.6,140.0,56.41806567983585,73.331365498488,107.69063882644744,107.20727698631465,110.0527897814928,102.16209017670542
199,6.633333333333334,140.0,55.49988248225746,72.80129868707303,106.90838407913608,105.9342554845753,108.56372671779033,101.86474982975943
200,6.666666666666667,140.0,55.51155560942036,73.31567654506412,106.40051444171455,106.42974000016034,106.94865259530923,102.96711882969214
201,6.7,140.0,56.21329439981488,73.07235256551063,106.78883232419604,106.80716590547443,109.75526644129889,103.29095376926347
202,6.733333333333333,140.0,56.02082257503428,72.80178001638228,106.4,105.93495587403179,108.86578575260657,102.79987831914634
203,6.766666666666667,140.0,56.517889303138645,72.29222367877308,107.42229698833192,105.95015666207416,111.39905220268614,102.71020923682357
204,6.8,140.0,55.81748220956194,72.55171621713143,106.01501040132183,105.5370328145486,108.72797973971572,102.92392088374405
205,6.833333333333333,140.0,56.02082257503428,72.80178001638228,106.91030302343167,105.95085715666204,110.15220283868116,104.40051488800223
206,6.866666666666666,140.0,55.32561908435794,72.04316695538814,105.50569569755883,105.5483624354815,110.9525934885517,104.92891324126545
207,6.9,140.0,56.02045219310368,72.80129868707303,106.90959618546296,105.9342554845753,110.53696871116205,102.72542487895106
208,6.933333333333334,140.0,55.83251404489483,72.02709446153773,106.52981123889151,105.5483624354815,109.73722203254309,101.56591881241218
209,6.966666666666667,140.0,56.22490367987913,72.0722998048732,105.7768258967245,105.78546381204728,109.79509209101758,103.6443177585315
210,7.0,140.0,56.02045219310368,72.29043113922536,106.91323242199154,105.95015666207416,109.35122177925993,102.82409669262228
211,7.033333333333333,140.0,57.03712429617774,71.77991989498805,106.4081466604245,105.93215439955428,109.9212422672265,103.49068769478347
212,7.066666666666666,140.0,56.02045219310368,72.29043113922536,107.42229698833192,105.92079877756699,110.71467587469044,103.87173118020675
213,7.1,140.0,56.213668774496625,73.06747994344937,108.32237294468102,107.31873302800005,110.54792826016424,104.38538234967538
214,7.133333333333334,140.0,55.61054227873541,70.75255128214415,105.62559307804524,105.67998163545573,109.60487153586067,103.85562812663768
215,7.166666666666667,140.0,56.51826297389877,71.78362344602927,107.42300721604681,106.95271837097992,112.49286562734362,104.97872167515284
216,7.2,140.0,56.724156229681945,72.55606040330505,108.32165153377187,108.35056879571401,112.39826846003017,106.93789560346022
217,7.233333333333333,140.0,56.51676833532619,71.78714048849743,107.4165474573352,107.44549550334868,111.27093542044108,107.64653702716986
218,7.266666666666667,140.0,56.50909090909091,71.78362344602927,107.92847340670036,106.93938964596366,112.38811757391042,104.89145965592269
219,7.3,140.0,57.43780143025164,70.7984782819242,107.70257359031238,108.2056174856036,111.6366225372838,105.76195210808447
220,7.333333333333333,140.0,56.71725226111106,71.54879168059576,107.30950374943119,108.33129147875135,111.83614557388813,106.12829838436423
221,7.366666666666666,140.0,56.92269504149995,71.80171572687492,108.20440228609449,108.21533859041932,111.77253576415787,106.21019699709431
222,7.4,140.0,56.5098896081974,71.82503669531378,107.42016638970644,108.43469102247181,109.78224599304107,105.41920323019734
223,7.433333333333334,140.0,56.71381764978818,71.53823988317981,108.31948738752219,107.818243237652,112.41023981195285,107.97983621167107
224,7.466666666666667,140.0,56.902813131713586,71.00698724797185,106.75629050666083,107.25981320656572,112.94465994968316,105.64353028730322
225,7.5,140.0,57.424319508362125,72.31931843903367,108.70258319180019,109.20560123322178,113.2004968301317,107.02219692351693
226,7.533333333333333,140.0,56.7058878390035,72.04810579195274,108.82479335148786,108.81520019267589,112.84354713357196,106.03816275699614
